text_clean,label_binary,label_multi,unanimous,n_hateful,n_offensive,n_neither
I ate a monkey. #AndNowIHaveEbola,non-hateful,neither,True,0,0,3
I b so quick to dub a bitch it's sad 😔😪,non-hateful,offensive,True,0,3,0
I b tryna remind these bitches ... I knew u b4 dis social network fame,non-hateful,offensive,True,0,3,0
I based niggas on how they bitch look 😂😂😂,non-hateful,offensive,True,0,3,0
I be chillin wit the bitches cuz a lotta niccas fake,non-hateful,offensive,True,0,3,0
I be damn if i go ova dea n get my ass blown💣 up i kno wat it look like bitch i play 🔫Call Of Duty frequently,non-hateful,offensive,True,0,3,0
"I be drippin in so much damn sauce, got bitches ready to lick it off 😂😏",non-hateful,offensive,True,0,3,0
"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",non-hateful,neither,True,0,0,3
I be joked out at half the broads on here that brag about how good they pussy/head game is...,non-hateful,offensive,True,0,3,0
I be like nigga you's a real mark ass bitch for that lol,non-hateful,offensive,True,0,3,0
I be like... bitch please. lol [URL],non-hateful,offensive,True,0,3,0
I be lonely😂😂 I have no hoes 😩😂✋,non-hateful,offensive,True,0,3,0
I be lying in got theses bitches like u on my fuckin mind... but I be really focus just on this money!!,non-hateful,offensive,True,0,3,0
I be out that bitch with the quickness,non-hateful,offensive,True,0,3,0
I be ready to tell a bitch shut da fuck up lol,non-hateful,offensive,False,1,2,0
"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",hateful,hateful,False,2,1,0
"I be seein you bitches in the whip wit your boyfriend but he be lookin like your dad so I be eye ballin, then here comes ole salty ass bf",non-hateful,offensive,True,0,3,0
I be stalking hoes :),non-hateful,offensive,True,0,3,0
I be teaching bitches how to clear the bong mon,non-hateful,offensive,True,0,3,0
I be telling Mcgirt music ain't enough.You gotta have a non music related agenda.Them crackers want to sell something with your face.,non-hateful,offensive,False,1,2,0
"I be try a log on to IG an like pics, but bitches dont be posting no pics....",non-hateful,offensive,False,1,2,0
I be using these fufu bitches 😂😂,non-hateful,offensive,True,0,3,0
"I be waiting for a bitch to sneak diss , I'm [USER] IDC 😂🙅",non-hateful,offensive,True,0,3,0
I be waking niccas up lol,non-hateful,offensive,True,0,3,0
I be waking up on some new shit like fuck that bitch shit,hateful,hateful,False,2,1,0
I beat that pussy up up up up,non-hateful,offensive,True,0,3,0
I become more of a bitch day by day😂😂😂,non-hateful,offensive,True,0,3,0
I been getting money I ain't worried bout a hoe 💯🙈✌️😎👑👌🙏💁,non-hateful,offensive,True,0,3,0
"I been getting money, I ain't worried about a hoe 😏💸",non-hateful,offensive,True,0,3,0
I been in Atlanta 15 mins nd got 2 bad hoes numbers,non-hateful,offensive,False,1,2,0
I been in this hospital since 6 I'm just tryna stay awake for 2more hrs then I can sip this D'usse and party with the rest of the coons,non-hateful,offensive,False,1,2,0
"I been slackin on the ice game i needa cop a watch , so i can fuck me a instagram hoe & press Block",non-hateful,offensive,True,0,3,0
I been thugging theses hoes since pre-school 😂,non-hateful,offensive,False,0,2,1
I been to mushroom mountain Once or twice but who's countin' But nothin compares To these blue & yellow purple pills💜 [URL],non-hateful,neither,True,0,0,3
"I been way to consistent on niggas , I'm have to drop some trash to get appreciated",non-hateful,offensive,True,0,3,0
"I been with the same STUD for a year....That bitch, her attitude nasty.",non-hateful,offensive,True,0,3,0
I beg to differ on that lip bittin shit. Dis bitch bit my lip nd tried to suck my blood. Aint shit sexy about that,non-hateful,offensive,True,0,3,0
I bet he rey go crazy ona bitch jack llab,non-hateful,offensive,True,0,3,0
I bet if we took a twitter cencus it'd be at least 35% basic ass bitches,non-hateful,offensive,True,0,3,0
"I bet that nigga [USER] got charged for murder for tha intro of ""Gucci vs Guwop"" cause straight killed that hoe! #FreeGucci #FreeRadric",non-hateful,offensive,True,0,3,0
I bet these bitches trying to set me up 🎧,non-hateful,offensive,True,0,3,0
I bet u John Elway gets way more pussy than John Dorsey.,non-hateful,offensive,True,0,3,0
I bet we are gonna see 3 game loan player reviews too just because people are that much of a cunt,non-hateful,offensive,True,0,3,0
I bet you think you a no-chill savage huh. Fucking faggot [USER],hateful,hateful,False,2,1,0
I bitch a lot but it's coo,non-hateful,offensive,True,0,3,0
I bitch can tell that I'm addicted to pussy she lookin pass it,non-hateful,offensive,False,0,2,1
I bought a 357 and went back to the neighborhood and busted that bitch!,non-hateful,offensive,False,1,2,0
I bought him a Sumblime shirt for his birthday too 😔 I kinda wanna be a cunt and ask for it back lol #IndianGiver,non-hateful,offensive,True,0,3,0
I bought hummus and broccoli. I just need snacks and shit.  [USER]: i need to buy crackers and shit,non-hateful,offensive,True,0,3,0
"I broke baby outta his thug stage n turned him into a pussy 😂 , it was hard but I did it 💁😙 now he show more feelings than a lit bit",non-hateful,offensive,True,0,3,0
I called at least 20 times to make my hair appointment and these bitches don't pick -.- guess I have to stop in to make an appointment #Grrr,non-hateful,offensive,True,0,3,0
I called. In to work n bitch said they might not want me to go back,non-hateful,offensive,True,0,3,0
I can be a bitch and I'm fine with that😌,non-hateful,offensive,True,0,3,0
I can be very vengeful. Don't be a cunt.,non-hateful,offensive,True,0,3,0
I can fuck yo bitch and you can't,non-hateful,offensive,True,0,3,0
I can guarantee that 9 out of 10 of y'all's bitches follow me.,non-hateful,offensive,True,0,3,0
I can hear birds outside!!!,non-hateful,neither,True,0,0,3
I can hear my mom playing flappy bird in the living room 😂😂,non-hateful,neither,True,0,0,3
I can hear the birds chirpin!,non-hateful,neither,True,0,0,3
"I can jig, but I can't jig jig. 😂 like that new jigging got so much in it that you could do, you really gotta be in shape for it.😂",non-hateful,neither,False,0,1,2
I can make a bitch famous,non-hateful,offensive,True,0,3,0
I can make a dike say she leavin that lady.. I can make a lady say she leavin that pussy ass nigga that gave her that baby,non-hateful,offensive,True,0,3,0
I can not & will not fuck with theses dawg ass hoes no more ...,non-hateful,offensive,True,0,3,0
I can see ya hoes & all of em nothin'.,non-hateful,offensive,True,0,3,0
I can taste loud n pussy on my tongue 😝,non-hateful,offensive,True,0,3,0
I can tell when certain and specific people are posting on a group/corporate fb/twitter page by the consistent retarded hashtags #makeshitup,non-hateful,offensive,False,0,2,1
I can turn a hoe into a housewife. Cause i know how to love. Thats all their missing.,non-hateful,offensive,False,0,2,1
I can't STAND an ex that won't let go like bitch get a life ain't nobody stuntin yo ass😩,non-hateful,offensive,True,0,3,0
"I can't believe I'm jealous! All I can think is, ""What goddamn bitch was in your room to take a pic of you in bed with your shirt off?"". -_-",non-hateful,offensive,True,0,3,0
"I can't believe that someone announced before the movie to the crowd that ""They came for the bitches"" 😭😂",non-hateful,offensive,True,0,3,0
I can't believe these ghetto fucks left this little kid next to me. He's now playing with fucking everything. Odds of his survival? Minimal.,non-hateful,offensive,True,0,3,0
I can't blow bubbles or whistle. I'm basically retarded.,hateful,hateful,False,2,1,0
I can't entertain these hoes or these broke niggas,non-hateful,offensive,True,0,3,0
I can't even be away from my phone that long karlie right she is a crazy bitch😕,non-hateful,offensive,True,0,3,0
"I can't even find it in me to mock anymore. This is scary. This mass ignorance is terrifying.  [USER] Yes, alas, I agree.",non-hateful,neither,True,0,0,3
I can't ever eat roast beef anymore without thinkin bout dark skin twat.. thanks a lot twitter/ig,non-hateful,offensive,True,0,3,0
"I can't express how much I hate sam, he is by far hands down no questions asked my least favorite character , so bitch made #freaksandgeeks",non-hateful,offensive,True,0,3,0
I can't fuck a scary hoe.,hateful,hateful,False,2,1,0
I can't fuck any ol bitch niggas be desert dicks out here😭,hateful,hateful,False,2,1,0
I can't fuck with girls that talk about their pussy on social media...,non-hateful,offensive,True,0,3,0
"I can't fuck with hoe niggas, I can't trust these hoes niether.",non-hateful,offensive,True,0,3,0
I can't fuck with you no mo hoe and I'm sorry.,non-hateful,offensive,True,0,3,0
"I can't handle when people give me an attitude, I dead them so quick. Like why do you have to be a nasty bitch",non-hateful,offensive,True,0,3,0
"I can't never be no bitch nigga , thats how you get treated like a bitch",non-hateful,offensive,False,1,2,0
I can't play flappy bird. It makes me angry.,non-hateful,neither,True,0,0,3
I can't sleep so ima watch Spongebob and eat crackers and peanut butter,non-hateful,neither,True,0,0,3
I can't stand a Fag bitch like Fucc get out there & make the MONEY 💸,non-hateful,offensive,True,0,3,0
I can't stand a snobby stuck up bitch,non-hateful,offensive,True,0,3,0
I can't stand to see my ex with another ugly bitch 😂,non-hateful,offensive,True,0,3,0
I can't take yo bitch if I can't see yo bitch...,non-hateful,offensive,True,0,3,0
I can't take you hoes serious because she everything a nigga need in a woman.. Some of y'all just look good & that's it.,non-hateful,offensive,True,0,3,0
I can't take you serious if you wear colored contacts.,non-hateful,neither,True,0,0,3
I can't talk to anyone but you can go answer little.phone calls from your little bitches on the low in the bathroom foh,non-hateful,offensive,True,0,3,0
I can't tell if I want to fuck you or if I want to slit your throat,non-hateful,offensive,False,1,2,0
I can't tell you the last time I seen 2 niggaz have a fight but I see bitches fight on video daily.,non-hateful,offensive,False,1,2,0
I can't trust a bitch 💯,non-hateful,offensive,True,0,3,0
"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy.",non-hateful,neither,True,0,0,3
I can't wait to turnup with my bitches . I miss them 😩😩,non-hateful,offensive,True,0,3,0
I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. 😭😭😭😭,non-hateful,neither,True,0,0,3
I can't with these second class bitches,non-hateful,offensive,True,0,3,0
I cannot be worried 'bout no bitch Cause I know a bitch could be somewhere sucking a dick (ayeeee),non-hateful,offensive,True,0,3,0
I cannot express how infinitely better the book is to this trash.,non-hateful,neither,False,0,1,2
I cant fuc wit no bitch thats addicted to drugz,non-hateful,offensive,False,1,2,0
I chase bread over hoes cause i never met a dollar i aint like #Facts,non-hateful,offensive,True,0,3,0
I cheated on 10% of the bitches I had tf lol nobody even wanted to be all committed and shit,non-hateful,offensive,True,0,3,0
"I come wit the rocks on yu can get popped on, light yellow chevy same color as popcorn!",non-hateful,offensive,False,0,2,1
I confess. I'm autistic or something. I thought #Aerosmith #DreamOn was #LedZeppelin until like yesterday....... #retarded,non-hateful,neither,False,0,1,2
I could NEVER bring myself to fw a bitch or nigga that wears EVERYBODY else shit like um no YOUR BROKE & bummy ya fuccing boof 😂😭✋😩,non-hateful,offensive,True,0,3,0
I could b out here like some of these chicks...in the streets slingin pussy for a couple dollars but im not,non-hateful,offensive,True,0,3,0
I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo,non-hateful,offensive,True,0,3,0
I could go for a brownie right now,non-hateful,neither,True,0,0,3
I could have so many bitches right now... Lately they been loving Flee,non-hateful,offensive,True,0,3,0
"I could say my name butttttttt, ya bitch already knows it 🎶",non-hateful,offensive,True,0,3,0
"I couldn't have no ""mama Joyce"" at my wedding. What a grumpy ass bitch!",non-hateful,offensive,True,0,3,0
I couldn't press send. That tweet about anchor babies was even too raw for me.,non-hateful,neither,False,0,1,2
I cuff no hoes,non-hateful,offensive,True,0,3,0
I cut you out of my life for a reason you stupid bitch.. don't follow me on twitta,non-hateful,offensive,True,0,3,0
I dare a bitch to key my truck 😒🔪,non-hateful,offensive,True,0,3,0
I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,non-hateful,neither,True,0,0,3
I definitely cant FW a nigga that associates himself wit bitches I DONT fw 😂😭 tf you fuccing Goofball ✂️✂️,non-hateful,offensive,False,1,2,0
"I despise clichés... you aint original bitch, you are a copy. #deleted",non-hateful,offensive,True,0,3,0
I did anything for my bitch now these hoes only get hard dick nbs,non-hateful,offensive,True,0,3,0
I did everything but trust these hoes !,non-hateful,offensive,True,0,3,0
I didn’t go to school here  [USER]: Arizona full of ugly hoes  [USER] All my crushes ended up ugly after high school damn shame,non-hateful,offensive,True,0,3,0
I didn't even get to see my baby today. Smh it's all my moms fault. Selfish bitch.,non-hateful,offensive,True,0,3,0
I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,hateful,hateful,False,2,1,0
"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy",non-hateful,offensive,False,0,2,1
I didn't wanna see your hoe ass pictures anyways. Take care of your fuckin kids too.,non-hateful,offensive,True,0,3,0
"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",non-hateful,neither,False,0,1,2
I dnt let NOBODY borrow my shit& i let My girlfriend got my sweats lol thas how u know she runnin shit...u otha hoes cant get a sock from me,non-hateful,offensive,True,0,3,0
"I do alot of fucking girl, but I don't fuck around... I been in the same pussy since before MIGOS came out...",non-hateful,offensive,True,0,3,0
I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,hateful,hateful,True,3,0,0
I do the shit you bitches is too pussy to do,non-hateful,offensive,True,0,3,0
I dog hoes not one but all hoes,non-hateful,offensive,False,1,2,0
I don’t talk trash regarding sports.,non-hateful,neither,True,0,0,3
"I don't 🚫 keep friends 👭👫👬 they come 👈 and go 👉, don't fuck 🙅 with these bitches 👭👭. FAKE ALL THEY KNOW. 💯✔️",non-hateful,offensive,True,0,3,0
I don't be crying over stripper bitches that left me for dudes with money tho. And. Singing about it.,non-hateful,offensive,True,0,3,0
I don't believe in that frenemies shit who Wats to have a bitch like dat with u all the time,non-hateful,offensive,True,0,3,0
I don't buy pussy cuz it's free bitch I buy lacs!,non-hateful,offensive,True,0,3,0
"I don't care how hot a bitch is, if her personality is shit, shes shit.",non-hateful,offensive,True,0,3,0
"I don't care how old I am, when you put me in front of a bag of takis I'll eat that bitch",non-hateful,offensive,True,0,3,0
"I don't care if you're Gay, yeent bout to me calling me ""bitch"" and ""fish"" and thinking shit is sweet. I don't even like girls doing that.",non-hateful,offensive,False,1,2,0
"I don't chase no bitches, just chase my #dreams",non-hateful,offensive,True,0,3,0
I don't even play flappy bird anymore because fuck him,non-hateful,offensive,True,0,3,0
I don't fck wit those luvv...  [USER]: “[USER]: who's pussy better then a crazy bitch?” Apparently thots 😒,non-hateful,offensive,True,0,3,0
"I don't feel like all black people are niggers but if you're black and you're being a nigger, imma tell you, idc",non-hateful,offensive,False,1,2,0
"I don't focus on bitches, bitches focus on me. #trenttruce  Photography by patrickos [URL]",non-hateful,offensive,True,0,3,0
I don't fuck wit bitches that listen to that EDM shit for some reason them bitches be havin mad energy and I like to chill,non-hateful,offensive,True,0,3,0
I don't fuck wit hoe niggas,non-hateful,offensive,False,0,2,1
I don't fuck wit these bitches cuz they think they slick😒,non-hateful,offensive,True,0,3,0
"I don't fuck with you iffy bitches/niggas. Y'all don't put fear in my heart, y'all bleed the same I do and breathe the same ❗️❕‼️❕❕",non-hateful,offensive,False,1,2,0
"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up.",non-hateful,offensive,True,0,3,0
"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no""",non-hateful,offensive,False,1,2,0
I don't glorify dis shit but bitch I am what I am and it is what it is!,non-hateful,offensive,True,0,3,0
"I don't got no type, bad bitches is the only thing that I Iike",non-hateful,offensive,True,0,3,0
I don't got that bad of a mouth do I? Fuck shit ass bitch cunt shooby de doo wop,non-hateful,offensive,True,0,3,0
I don't have a wife she my bitch for the night. If she was catching bodies then it might be alright,non-hateful,offensive,True,0,3,0
I don't have an iPhone so I have to manually ignore these hoes [URL],non-hateful,offensive,True,0,3,0
I don't have hoes  Its a myth,non-hateful,offensive,True,0,3,0
I don't have no type .. Bad bitches is the only thing I like !!,non-hateful,offensive,True,0,3,0
I don't hit women but I'd slap tf out a bitch. No close fisted business though that's some cowardly shit.,non-hateful,offensive,True,0,3,0
I don't hold feelings for my old flings I jus trade dem bitches in like my old range!! #Cap1,non-hateful,offensive,False,1,2,0
I don't kick it with fuck nights and bitches,non-hateful,offensive,True,0,3,0
I don't know what hoe activities consist of bc I don't partake in them. Shit it's so many I damn near can't tweet without being a hoe,non-hateful,offensive,True,0,3,0
I don't know what you been told but I love them project hoes,non-hateful,neither,False,0,1,2
"I don't know what's more stressful, midterms or flappy birds.",non-hateful,neither,True,0,0,3
"I don't know why broads drunk dial me....I'm sleep, hoe!!",non-hateful,offensive,True,0,3,0
I don't know. Maybe it is a good quote and a good way to feel but I've seen way too many petty life-destroying bitches use that quote.,non-hateful,offensive,True,0,3,0
"I don't like bat man though, I fucked his bitch twice.",non-hateful,offensive,True,0,3,0
I don't like that bitch.,non-hateful,offensive,True,0,3,0
I don't live for you hoes man,non-hateful,offensive,True,0,3,0
I don't love my hoes I love a couple not all 😂😂,non-hateful,offensive,True,0,3,0
I don't love these bitches OR these hoes; fuck they thought? I love my MONEY!,non-hateful,offensive,True,0,3,0
I don't make music for niggas that don't get bitches,non-hateful,offensive,True,0,3,0
I don't need no savin' I need to get fucking high and get some pussy.,non-hateful,offensive,True,0,3,0
"I don't owe you shit, bitch, leave me alone",non-hateful,offensive,True,0,3,0
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,non-hateful,neither,True,0,0,3
I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP,non-hateful,offensive,True,0,3,0
I don't put nothing pass nobody when it comes money n pussy.,non-hateful,offensive,True,0,3,0
I don't respect money ... Respect real niccas!,non-hateful,offensive,True,0,3,0
I don't talk to niccas I talk to god we can relate,non-hateful,offensive,False,1,2,0
I don't trust no bitch ... I dog em out,non-hateful,offensive,False,1,2,0
I don't trust these bitches,non-hateful,offensive,True,0,3,0
I don't understand how you can be such a bitch,non-hateful,offensive,True,0,3,0
"I don't understand when people say ""yea, my first time smoking I didn't get high""   Cause damn that fuckin sucks bruh I was retarded high",non-hateful,offensive,True,0,3,0
I don't understand why they mad at her making a track that spoke volumes about you muthafuckas. All the hoe & bitch tracks about females,non-hateful,offensive,True,0,3,0
I don't want a bitch that a nigga already had I want sumn new ... Or a runner it's too easy nigga I accept the challenge,non-hateful,offensive,False,1,2,0
I don't want a bitch that's erybody bitch !,non-hateful,offensive,True,0,3,0
I don't want me no good girl I fell inlove with these freak hoes,non-hateful,offensive,True,0,3,0
I don't want no Philly disease lol Thot bitch,non-hateful,offensive,True,0,3,0
I don't want no boof hoes or no burnt girls !,non-hateful,offensive,True,0,3,0
I don't want sex bitch I only want ya neck bitch lol,non-hateful,offensive,True,0,3,0
I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place,non-hateful,neither,True,0,0,3
"I don't. (._.)  [USER]: Light skin Bitches will have 30 unread texts & still tweet ""Nobody to talk to"" .. You bitches is outta control",non-hateful,offensive,True,0,3,0
I donated both of my (very expensive) prom dresses to teens who couldn't afford to buy one. Don't be a selfish bitch.,non-hateful,offensive,False,1,2,0
"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",non-hateful,neither,True,0,0,3
I done dun all kind of shit y'all niccas just fills shit!,non-hateful,offensive,False,1,2,0
I done hit bout 6 threes out this bitch,non-hateful,offensive,True,0,3,0
"I done seen a lot of fake shit. That bitch ain't bad, she's basic.",non-hateful,offensive,True,0,3,0
I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,hateful,hateful,False,2,1,0
"I dont give a single shit who you are, if you wear a suit and white cotton socks I am just going to assume you are functionally retarded.",non-hateful,offensive,False,1,2,0
I dont got no type... Bad bitches is the only thang that i like! You aint got no life.. Cups with the ice and we do this every night!🎶,non-hateful,offensive,True,0,3,0
I dont hide bitch im high when im in public,non-hateful,offensive,True,0,3,0
I dont kiss none of these hoes 😷🙊👅🙅,non-hateful,offensive,True,0,3,0
I dont love these hoes .,non-hateful,offensive,False,1,2,0
I dont mess with sneaky ppl nd they hoe intentions,non-hateful,offensive,False,0,2,1
"I dont mind gay people but the flamboyant ""hey look at me Ima faggot"" kinda gays annoy me. bruh just play wit ya booty in peace. ion care.",non-hateful,offensive,False,1,2,0
I dont say fuck bitches get money because i love em both,non-hateful,offensive,True,0,3,0
I dont think ive ever seen a fight on the real world. I mean a word fight yeah. tons of times. but damn! that bitch swung,non-hateful,offensive,True,0,3,0
I dont understand rich people who dress like trash,non-hateful,neither,False,0,1,2
I drag a bitch by her hair CAPTAIN CAVEMAN NNN!!!,non-hateful,offensive,True,0,3,0
"I dress how I feel, if I felt like a bitch id dress like one",non-hateful,offensive,True,0,3,0
I drive by and them bitches waive but girl I can't stop,non-hateful,offensive,True,0,3,0
I eat generic Oreos.. Baller with a budget bitch.,non-hateful,offensive,True,0,3,0
I eats the pussy.,non-hateful,offensive,True,0,3,0
I fear no niggah I trust no bitchhh..,non-hateful,offensive,True,0,3,0
I feel bad for all you bitches that have never been to Disney World 🏰👑,non-hateful,offensive,True,0,3,0
I feel bad for her nicca tho ... Ya girl a hoe my nicca!,non-hateful,offensive,True,0,3,0
"I feel bad having this info but at the same time , karmas a bitch,",non-hateful,offensive,False,0,2,1
"I feel every song I hear is a soundtrack to my life. For 1 relationship & against another?? Keep in mind, the last song was pussy control!",non-hateful,offensive,False,0,2,1
I feel like I got bitch slapped by karma.,non-hateful,offensive,True,0,3,0
I feel like a bad bitch when I wear my rhinestoned pocket jeans .,non-hateful,offensive,True,0,3,0
I feel like a bitch that just got her heartbroken a day before her wedding,non-hateful,offensive,True,0,3,0
I feel like a swag fag w this shirt lmao [URL],non-hateful,offensive,True,0,3,0
I feel like apart of the in crowd like yes bitch lets indirectly talk shit 😂,non-hateful,offensive,True,0,3,0
I feel like its gon be a homo revalution round dis bitch deez niggas expandin,non-hateful,offensive,False,1,2,0
I feel like slapping a bitch,non-hateful,offensive,True,0,3,0
"I feel like this hoe owe me something ..,",non-hateful,offensive,True,0,3,0
I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.,non-hateful,offensive,True,0,3,0
I feel sorry fo niggas dat gtta make up shit to lie about. I would hate to have to think that fuckin much.#bitch,non-hateful,offensive,True,0,3,0
"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",hateful,hateful,False,2,1,0
I feel the sorry for the nice people in this world because they're actually the solution. Its all you hoes and assholes thats the problem,non-hateful,offensive,True,0,3,0
I feel utterly retarded. Thanks big brother😳😂 [USER],non-hateful,neither,True,0,0,3
"I fell in love wit my side bitch, crazy thing she wasnt even my bitch",non-hateful,offensive,True,0,3,0
"I fight for what I love, but you make something of bitches I think nothing of.",non-hateful,offensive,True,0,3,0
"I figured that if hoes wanna play games, fuck em and leave em :)",non-hateful,offensive,True,0,3,0
I find a new song I like and play that hoe way more times than I should lol..,non-hateful,offensive,True,0,3,0
I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol 😂😂,non-hateful,offensive,True,0,3,0
I find it amusing that Senator [USER] is an anchor baby. #LMAO,non-hateful,neither,True,0,0,3
"I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful",non-hateful,offensive,True,0,3,0
I fink this catfish shit is funny afta all how can this bitch thinks that she was talking to bow wow doe 😂😂😂,non-hateful,offensive,True,0,3,0
I flipped dat pacc said fucc a bitch n went and did it again,non-hateful,offensive,True,0,3,0
I follow sum bush ass bitches on here 😵,non-hateful,offensive,True,0,3,0
I forgot how white trash Texarkana was... Well it is arkansas so.... 😂,hateful,hateful,False,2,1,0
"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? [URL]",non-hateful,offensive,True,0,3,0
I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,non-hateful,neither,True,0,0,3
I from the planet of apes king Kong clips,non-hateful,neither,True,0,0,3
"I fuck alien bitches, demon and angel bitches, a couple of centaur bitches, got really drunk and fucked a dragon chick a couple times..ughhh",non-hateful,offensive,True,0,3,0
"I fuck bad bitches to stacy lattisaw, why you nigga's balls blue like an avatar?",non-hateful,offensive,True,0,3,0
I fuck bitches 💯😘😝😛😍 better watch yah hoe 💯💁💨👅👭,non-hateful,offensive,True,0,3,0
"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",non-hateful,offensive,True,0,3,0
I fucked the bitch I used to dream about and coulda died when I came from disbelief. Nah I dont wish to speak on her name that shit is weak,non-hateful,offensive,True,0,3,0
I fucked your little sister last night The pussy was right  The pussy was tight,non-hateful,offensive,True,0,3,0
I fuckedd your bitch than gave her a snack pack,non-hateful,offensive,True,0,3,0
"I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne.",non-hateful,offensive,False,1,2,0
I fucking hate you niggers bruh... [URL],hateful,hateful,False,2,1,0
I gain a few pounds a bitch look thickkkkkk,non-hateful,offensive,True,0,3,0
"I gassss on these niggas, I got gas for all these hoes",non-hateful,offensive,False,1,2,0
"I gave my aunt my tupac greatest hits CD , that bitch is lucky I love my tupac CD",non-hateful,offensive,True,0,3,0
I get a 50 pound bag of dawg for the mutts,non-hateful,neither,False,0,1,2
I get bitches on tinder,non-hateful,offensive,True,0,3,0
I get more nudes than all you bitches 😎,non-hateful,offensive,True,0,3,0
I get so deep in that pussy i touch the back of her soul!!!,non-hateful,offensive,True,0,3,0
I give my niggas hope and sell these bitches dreams!,non-hateful,offensive,True,0,3,0
"I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7",non-hateful,offensive,True,0,3,0
I gonna start unfollowing angry bitches. Shit is mad depressing,non-hateful,offensive,True,0,3,0
"I got .05"" of rain yesterday including the bird shit in my gauge.",non-hateful,offensive,True,0,3,0
"I got 2 bitches if them bitches snitching then finger itchin. shot em the kitchen, Makem wash the dishes.",non-hateful,offensive,True,0,3,0
I got 7 A's & a B on my progress report & I still be touchin Bands 😂😭 bitch get like me 😏💯,non-hateful,offensive,True,0,3,0
I got 99 problems but a bitch ain't 1!,non-hateful,offensive,True,0,3,0
I got 99 problems but a bitch ain't one,non-hateful,offensive,False,0,2,1
"I got 99 problems but a bitch aint one, she's all 99 of em I need a michane gun",non-hateful,offensive,False,1,2,0
I got 99 problems but a pussy ass bitch ain't one ;),non-hateful,offensive,True,0,3,0
I got California love fuckin bitches to that pop shit,non-hateful,offensive,True,0,3,0
I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it,non-hateful,offensive,True,0,3,0
"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - [USER]",non-hateful,offensive,True,0,3,0
"I got a Spanish bitch, her name Nina #paranoid",non-hateful,offensive,False,1,2,0
I got a cousin thats rollin ... Got a bitch in tha hoovers,non-hateful,offensive,True,0,3,0
"I got a gang of old ass drafts, all trash",non-hateful,offensive,True,0,3,0
I got a main bitch I got new hoe love my Ak but I got my .44,non-hateful,offensive,True,0,3,0
I got a measly 506 followers on Instagram that's probably why these bitches ain't takin me serious,non-hateful,offensive,True,0,3,0
I got a missed call from your bitch 😂,non-hateful,offensive,True,0,3,0
"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money ♥",non-hateful,offensive,True,0,3,0
I got a surprise for you bitches,non-hateful,offensive,True,0,3,0
"I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can't zip my half zip fleece out this bitch.",non-hateful,offensive,True,0,3,0
I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it,non-hateful,neither,True,0,0,3
"I got ass cheeks on my white tee, all these hoes keep grindin on me",non-hateful,offensive,True,0,3,0
I got bad bitches on stand by,non-hateful,offensive,True,0,3,0
I got bitches nervous like virgins flirtin wit uncle mervin,non-hateful,offensive,True,0,3,0
I got bitches on my dick  They just ain't here yet nigga,non-hateful,offensive,False,1,2,0
